1,price
0,2956.05
1,5351.06
2,9127.19
3,4111.55
4,1696.33
5,6200.49
6,4929.67
7,4268.57
8,5095.23
9,16157.08
10,4305.23
11,874.63
12,3164.41
13,1654.51
14,2342.88
15,1120.91
16,1466.25
17,4058.36
18,4207.48
19,878.1
20,2305.91
21,5224.99
22,4036.9
23,606.21
24,16471.58
25,1092.31
26,624.4
27,979.83
28,1645.73
29,910.44
30,10321.06
31,573.21
32,4042.87
33,737.54
34,623.11
35,2347.26
36,6413.19
37,2686.52
38,2877.15
39,658.05
40,504.7
41,8814.72
42,879.83
43,1894.09
44,10597.1
45,2509.91
46,903.32
47,895.98
48,1200.65
49,2856.37
50,588.74
51,4616.67
52,2891.24
53,6967.61
54,5604.68
55,2256.17
56,8314.4
57,2489.6
58,4430.92
59,2992.47
60,1264.09
61,497.92
62,6959.58
63,1090.59
64,8825.15
65,17455.73
66,868.42
67,11898.25
68,5459.66
69,9028.81
70,464.64
71,641.945
72,916.28
73,1290.44
74,5278.11
75,1842.67
76,8548.0
77,14294.9
78,2820.51
79,6594.52
80,10679.33
81,2118.01
82,14192.33
83,6453.97
84,877.89
85,8137.4
86,1004.86
87,12089.74
88,7619.39
89,15219.33
90,4989.65
91,1334.47
92,1001.1
93,861.8783333333334
94,17134.4
95,508.06
96,14656.6
97,15281.17
98,12891.91
99,762.05
100,2601.59
101,734.8045
102,653.2
103,462.68
104,1033.92
105,1628.71
106,1287.27
107,806.41
108,1033.47
109,689.43
110,647.3
111,990.27
112,1903.09
113,1675.06
114,1482.9
115,5090.57
116,5289.09
117,15376.42
118,486.73
119,16989.42
120,1319.2
121,1695.03
122,1145.21
123,503.07
124,728.08
125,1324.56
126,1130.7
127,13162.98
128,5151.34
129,5080.42
130,6447.34
131,3448.13
132,6818.74
133,1004.03
134,4059.15
135,1022.21
136,590.68
137,7294.29
138,545.26
139,4438.2
140,869.55
141,1030.15
142,3672.63
143,3403.88
144,756.97
145,6444.71
146,16865.95
147,5440.7
148,2602.83
149,1833.81
150,2630.32
151,1679.11
152,12389.93
153,2854.47
154,655.16
155,15012.0
156,3663.33
157,2972.28
158,3852.52
159,836.0
160,7487.72
161,9602.8
162,682.45
163,712.72
164,5301.48
165,11179.09
166,3459.81
167,4587.05
168,3349.14
169,11688.61
170,701.17
171,1663.34
172,4530.75
173,2039.86
174,6300.31
175,1779.26
176,4392.99
177,3502.2
178,2593.98
179,3446.94
180,3529.53
181,1982.58
182,946.95
183,1649.11
184,684.72
185,4081.5
186,838.8
187,891.29
188,513.47
189,1818.45
190,2260.74
191,702.28
192,897.04
193,6522.65
194,3810.88
195,2615.94
196,626.44
197,13759.74
198,594.15
199,8802.5
200,11272.92
201,6412.54
202,664.68
203,728.81
204,6547.99
205,3546.26
206,636.71
207,3130.03
208,1010.39
209,8748.95
210,2671.52
211,7371.52
212,11329.23
213,401.4
214,1248.78
215,885.13
216,2560.57
217,2582.19
218,913.56
219,1240.9
220,2585.01
221,2163.03
222,8903.99
223,992.37
224,1229.41
225,4628.46
226,3256.81
227,1976.69
228,6400.83
229,1857.05
230,5104.7
231,1457.29
232,1315.17
233,1583.61
234,982.83
235,8432.26
236,1225.76
237,993.18
238,4083.8
239,8040.39
240,6015.52
241,989.44
242,15714.81
243,4400.01
244,459.29
245,1084.71
246,2491.18
247,7460.34
248,10742.12
249,5907.09
250,5271.2
251,1552.76
252,2772.79
253,5316.56
254,5182.36
255,1294.61
256,643.94
257,1967.47
258,865.08
259,14790.54
260,6317.57
261,4733.25
262,1751.86
263,3794.86
264,821.635
265,2246.72
266,7703.99
267,1738.66
268,996.41
269,8877.01
270,7603.43
271,821.65
272,4239.75
273,5135.35
274,525.04
275,928.08
276,6029.23
277,532.18
278,6529.08
279,8178.51
280,1621.89
281,2628.71
282,4013.38
