id,price
0,2824.1565
1,5564.042
2,9655.808
3,4031.447
4,1626.8472
5,6004.3906
6,4812.567
7,4328.764
8,5343.525
9,15571.34
10,4462.483
11,778.3347
12,2936.566
13,1616.3865
14,2515.114
15,1141.8195
16,1544.8048
17,4005.4165
18,3911.4702
19,898.42004
20,2128.1602
21,5054.481
22,4281.8945
23,628.19556
24,17115.852
25,1200.0342
26,602.1737
27,1026.5424
28,1593.15
29,869.32733
30,10164.526
31,577.6397
32,4063.1396
33,703.9678
34,659.7297
35,2466.1409
36,6496.275
37,2670.8696
38,2871.5825
39,744.34143
40,530.9615
41,8996.127
42,904.0291
43,1789.6196
44,10077.606
45,2481.0383
46,1005.9118
47,811.0269
48,1180.4702
49,2941.4106
50,663.5349
51,4565.383
52,2932.522
53,7291.5444
54,5643.234
55,2237.5273
56,8916.725
57,2356.0354
58,4440.6436
59,2756.1682
60,1247.6095
61,529.247
62,6805.053
63,1116.4608
64,8578.49
65,17458.428
66,877.4285
67,11664.457
68,5797.001
69,9476.49
70,456.9538
71,713.6105
72,779.388
73,1357.9559
74,5356.488
75,1908.6775
76,8768.01
77,14251.556
78,2768.5034
79,6493.0205
80,11143.303
81,2022.3706
82,14305.792
83,6651.6294
84,887.05096
85,7387.498
86,1033.3113
87,12449.356
88,8208.119
89,14740.066
90,5093.836
91,1303.0062
92,979.74146
93,842.3812
94,17287.531
95,503.758
96,14452.75
97,14671.922
98,12789.637
99,689.99316
100,2488.1118
101,734.52594
102,642.2253
103,428.47485
104,1028.1345
105,1692.062
106,1368.5837
107,735.66455
108,1041.008
109,727.98456
110,652.3186
111,1038.3452
112,1786.8616
113,1671.1418
114,1433.5381
115,5087.226
116,5108.6523
117,15458.685
118,492.82907
119,16937.588
120,1433.5448
121,1622.8655
122,1091.4376
123,570.61304
124,657.13245
125,1350.6206
126,1140.1636
127,12663.477
128,5571.966
129,5147.25
130,6487.8555
131,3174.1157
132,6755.9717
133,1042.5432
134,3529.025
135,1083.016
136,656.4232
137,7157.1953
138,586.7638
139,4278.396
140,889.2821
141,930.6046
142,3404.4658
143,4401.0444
144,735.1066
145,6167.9775
146,16075.541
147,5168.3823
148,2632.813
149,1883.2366
150,2502.6619
151,1738.648
152,12193.587
153,2889.993
154,606.18787
155,14307.007
156,3585.129
157,2947.7178
158,3839.8618
159,902.7047
160,7820.1167
161,9909.226
162,718.84625
163,650.5099
164,5311.824
165,11106.185
166,3228.1565
167,4563.0806
168,3397.378
169,11023.5625
170,780.19006
171,1619.5009
172,4565.2715
173,2072.8647
174,6301.7456
175,1820.9038
176,4309.458
177,3424.83
178,2580.1538
179,3314.58
180,3504.3672
181,1820.2292
182,930.7293
183,1608.464
184,755.6161
185,4013.3323
186,956.7192
187,889.7551
188,522.6897
189,1821.7158
190,2238.345
191,744.9441
192,829.0137
193,6338.7563
194,3934.8577
195,2500.85
196,697.7825
197,12951.917
198,610.99756
199,9034.153
200,10500.267
201,6565.9414
202,641.3259
203,792.2095
204,6408.232
205,3595.4517
206,656.1546
207,2989.094
208,966.9762
209,8091.97
210,2641.505
211,7008.63
212,11346.857
213,450.98544
214,1250.3992
215,910.29694
216,2655.4373
217,2595.452
218,799.34467
219,1357.5718
220,2076.2395
221,2067.3286
222,9255.819
223,1036.0039
224,1196.8431
225,4385.9126
226,3859.2686
227,1935.1741
228,6436.5723
229,1886.0897
230,5183.3086
231,1473.5889
232,1125.759
233,1593.7771
234,884.0896
235,8415.266
236,1199.8511
237,943.9401
238,4542.0576
239,8530.15
240,6205.1763
241,880.22974
242,15580.949
243,4507.4575
244,509.51917
245,1012.70416
246,2572.7068
247,7417.2983
248,10658.053
249,5750.3467
250,5288.774
251,1516.7247
252,2812.351
253,5183.825
254,5166.067
255,1274.4984
256,701.4098
257,2005.3885
258,860.6007
259,14589.45
260,6284.1567
261,4789.865
262,1768.2299
263,3783.7957
